"Estacion","Fecha inicial","Fecha final","O3"
"BASE AÉREA","2019-12-16 21:00","2019-12-16 21:59","10.26"
"BASE AÉREA","2019-12-16 20:00","2019-12-16 20:59","9.53"
"BASE AÉREA","2019-12-16 19:00","2019-12-16 19:59","9.75"
"BASE AÉREA","2019-12-16 18:00","2019-12-16 18:59","9.79"
"BASE AÉREA","2019-12-16 17:00","2019-12-16 17:59","17.44"
"BASE AÉREA","2019-12-16 16:00","2019-12-16 16:59","16.83"
"BASE AÉREA","2019-12-16 15:00","2019-12-16 15:59","21.38"
"BASE AÉREA","2019-12-16 14:00","2019-12-16 14:59","26.82"
"BASE AÉREA","2019-12-16 13:00","2019-12-16 13:59","33.84"
"BASE AÉREA","2019-12-16 12:00","2019-12-16 12:59","34.39"
"BASE AÉREA","2019-12-16 11:00","2019-12-16 11:59","25.74"
"BASE AÉREA","2019-12-16 10:00","2019-12-16 10:59","18.03"
"BASE AÉREA","2019-12-16 09:00","2019-12-16 09:59","11.57"
"BASE AÉREA","2019-12-16 08:00","2019-12-16 08:59","10.65"
"BASE AÉREA","2019-12-16 07:00","2019-12-16 07:59","9.59"
"BASE AÉREA","2019-12-16 06:00","2019-12-16 06:59","9.63"
"BASE AÉREA","2019-12-16 05:00","2019-12-16 05:59","9.77"
"BASE AÉREA","2019-12-16 04:00","2019-12-16 04:59","9.06"
"BASE AÉREA","2019-12-16 03:00","2019-12-16 03:59","9.73"
"BASE AÉREA","2019-12-16 02:00","2019-12-16 02:59","9.67"
"BASE AÉREA","2019-12-16 01:00","2019-12-16 01:59","9.34"
"BASE AÉREA","2019-12-16 00:00","2019-12-16 00:59","9.22"
"BASE AÉREA","2019-12-15 23:00","2019-12-15 23:59","9.46"
"BASE AÉREA","2019-12-15 22:00","2019-12-15 22:59","9.83"
"BASE AÉREA","2019-12-15 21:00","2019-12-15 21:59","9.55"
"BASE AÉREA","2019-12-15 20:00","2019-12-15 20:59","9.63"
"BASE AÉREA","2019-12-15 19:00","2019-12-15 19:59","9.57"
"BASE AÉREA","2019-12-15 18:00","2019-12-15 18:59","9.83"
"BASE AÉREA","2019-12-15 17:00","2019-12-15 17:59","12.59"
"BASE AÉREA","2019-12-15 16:00","2019-12-15 16:59","17.09"
"BASE AÉREA","2019-12-15 15:00","2019-12-15 15:59","27.49"
"BASE AÉREA","2019-12-15 14:00","2019-12-15 14:59","29.13"
"BASE AÉREA","2019-12-15 13:00","2019-12-15 13:59","22.07"
"BASE AÉREA","2019-12-15 12:00","2019-12-15 12:59","22.89"
"BASE AÉREA","2019-12-15 11:00","2019-12-15 11:59","19.44"
"BASE AÉREA","2019-12-15 10:00","2019-12-15 10:59","13.99"
"BASE AÉREA","2019-12-15 09:00","2019-12-15 09:59","10.04"
"BASE AÉREA","2019-12-15 08:00","2019-12-15 08:59","9.51"
"BASE AÉREA","2019-12-15 07:00","2019-12-15 07:59","10.22"
"BASE AÉREA","2019-12-15 06:00","2019-12-15 06:59","9.65"
"BASE AÉREA","2019-12-15 05:00","2019-12-15 05:59","9.4"
"BASE AÉREA","2019-12-15 04:00","2019-12-15 04:59","9.5"
"BASE AÉREA","2019-12-15 03:00","2019-12-15 03:59","9.59"
"BASE AÉREA","2019-12-15 02:00","2019-12-15 02:59","9.08"
"BASE AÉREA","2019-12-15 01:00","2019-12-15 01:59","9.83"
"BASE AÉREA","2019-12-15 00:00","2019-12-15 00:59","9.3"
"BASE AÉREA","2019-12-14 23:00","2019-12-14 23:59","9.59"
"BASE AÉREA","2019-12-14 22:00","2019-12-14 22:59","9.08"
"BASE AÉREA","2019-12-14 21:00","2019-12-14 21:59","10.54"
"BASE AÉREA","2019-12-14 20:00","2019-12-14 20:59","9.65"
"BASE AÉREA","2019-12-14 19:00","2019-12-14 19:59","10.44"
"BASE AÉREA","2019-12-14 18:00","2019-12-14 18:59","10.36"
"BASE AÉREA","2019-12-14 17:00","2019-12-14 17:59","10.79"
"BASE AÉREA","2019-12-14 16:00","2019-12-14 16:59","11.28"
"BASE AÉREA","2019-12-14 15:00","2019-12-14 15:59","11.42"
"BASE AÉREA","2019-12-14 14:00","2019-12-14 14:59","19.5"
"BASE AÉREA","2019-12-14 13:00","2019-12-14 13:59","24.03"
"BASE AÉREA","2019-12-14 12:00","2019-12-14 12:59","17.87"
"BASE AÉREA","2019-12-14 11:00","2019-12-14 11:59","13.2"
"BASE AÉREA","2019-12-14 10:00","2019-12-14 10:59","10.85"
"BASE AÉREA","2019-12-14 09:00","2019-12-14 09:59","9.65"
"BASE AÉREA","2019-12-14 08:00","2019-12-14 08:59","9.83"
"BASE AÉREA","2019-12-14 07:00","2019-12-14 07:59","8.91"
"BASE AÉREA","2019-12-14 06:00","2019-12-14 06:59","9.53"
"BASE AÉREA","2019-12-14 05:00","2019-12-14 05:59","10.14"
"BASE AÉREA","2019-12-14 04:00","2019-12-14 04:59","8.89"
"BASE AÉREA","2019-12-14 03:00","2019-12-14 03:59","9.97"
"BASE AÉREA","2019-12-14 02:00","2019-12-14 02:59","9.2"
"BASE AÉREA","2019-12-14 01:00","2019-12-14 01:59","9.81"
"BASE AÉREA","2019-12-14 00:00","2019-12-14 00:59","9.59"
"BASE AÉREA","2019-12-13 23:00","2019-12-13 23:59","9.38"
"BASE AÉREA","2019-12-13 22:00","2019-12-13 22:59","10.42"
"BASE AÉREA","2019-12-13 21:00","2019-12-13 21:59","9.59"
"BASE AÉREA","2019-12-13 20:00","2019-12-13 20:59","9.87"
"BASE AÉREA","2019-12-13 19:00","2019-12-13 19:59","9.95"
"BASE AÉREA","2019-12-13 18:00","2019-12-13 18:59","9.87"
"BASE AÉREA","2019-12-13 17:00","2019-12-13 17:59","10.02"
"BASE AÉREA","2019-12-13 16:00","2019-12-13 16:59","10.48"
"BASE AÉREA","2019-12-13 15:00","2019-12-13 15:59","16.71"
"BASE AÉREA","2019-12-13 14:00","2019-12-13 14:59","42.61"
"BASE AÉREA","2019-12-13 13:00","2019-12-13 13:59","28.31"
"BASE AÉREA","2019-12-13 12:00","2019-12-13 12:59","21.76"
"BASE AÉREA","2019-12-13 11:00","2019-12-13 11:59","14.28"
"BASE AÉREA","2019-12-13 10:00","2019-12-13 10:59","9.4"
"BASE AÉREA","2019-12-13 09:00","2019-12-13 09:59","10.69"
"BASE AÉREA","2019-12-13 08:00","2019-12-13 08:59","9.28"
"BASE AÉREA","2019-12-13 07:00","2019-12-13 07:59","9.46"
"BASE AÉREA","2019-12-13 06:00","2019-12-13 06:59","10.12"
"BASE AÉREA","2019-12-13 05:00","2019-12-13 05:59","9.81"
"BASE AÉREA","2019-12-13 04:00","2019-12-13 04:59","9.18"
"BASE AÉREA","2019-12-13 03:00","2019-12-13 03:59","9.63"
"BASE AÉREA","2019-12-13 02:00","2019-12-13 02:59","10.85"
"BASE AÉREA","2019-12-13 01:00","2019-12-13 01:59","10.12"
"BASE AÉREA","2019-12-13 00:00","2019-12-13 00:59","10.89"
"BASE AÉREA","2019-12-12 23:00","2019-12-12 23:59","9.3"
"BASE AÉREA","2019-12-12 22:00","2019-12-12 22:59","9.93"
"BASE AÉREA","2019-12-12 21:00","2019-12-12 21:59","9.77"
"BASE AÉREA","2019-12-12 20:00","2019-12-12 20:59","9.59"
"BASE AÉREA","2019-12-12 19:00","2019-12-12 19:59","9.89"
"BASE AÉREA","2019-12-12 18:00","2019-12-12 18:59","10.36"
"BASE AÉREA","2019-12-12 17:00","2019-12-12 17:59","10.73"
"BASE AÉREA","2019-12-12 16:00","2019-12-12 16:59","11.89"
"BASE AÉREA","2019-12-12 15:00","2019-12-12 15:59","22.68"
"BASE AÉREA","2019-12-12 14:00","2019-12-12 14:59","20.15"
"BASE AÉREA","2019-12-12 13:00","2019-12-12 13:59","22.89"
"BASE AÉREA","2019-12-12 12:00","2019-12-12 12:59","15.56"
"BASE AÉREA","2019-12-12 11:00","2019-12-12 11:59","13.73"
"BASE AÉREA","2019-12-12 10:00","2019-12-12 10:59","13.5"
"BASE AÉREA","2019-12-12 09:00","2019-12-12 09:59","10.63"
"BASE AÉREA","2019-12-12 08:00","2019-12-12 08:59","9.44"
"BASE AÉREA","2019-12-12 07:00","2019-12-12 07:59","10.04"
"BASE AÉREA","2019-12-12 06:00","2019-12-12 06:59","10.14"
"BASE AÉREA","2019-12-12 05:00","2019-12-12 05:59","9.59"
"BASE AÉREA","2019-12-12 04:00","2019-12-12 04:59","9.91"
"BASE AÉREA","2019-12-12 03:00","2019-12-12 03:59","10.1"
"BASE AÉREA","2019-12-12 02:00","2019-12-12 02:59","10.87"
"BASE AÉREA","2019-12-12 01:00","2019-12-12 01:59","10.24"
"BASE AÉREA","2019-12-12 00:00","2019-12-12 00:59","10.52"
"BASE AÉREA","2019-12-11 23:00","2019-12-11 23:59","9.99"
"BASE AÉREA","2019-12-11 22:00","2019-12-11 22:59","9.75"
"BASE AÉREA","2019-12-11 21:00","2019-12-11 21:59","9.53"
"BASE AÉREA","2019-12-11 20:00","2019-12-11 20:59","9.97"
"BASE AÉREA","2019-12-11 19:00","2019-12-11 19:59","10.32"
"BASE AÉREA","2019-12-11 18:00","2019-12-11 18:59","13.77"
"BASE AÉREA","2019-12-11 17:00","2019-12-11 17:59","16.93"
"BASE AÉREA","2019-12-11 16:00","2019-12-11 16:59","20.05"
"BASE AÉREA","2019-12-11 15:00","2019-12-11 15:59","19.4"
"BASE AÉREA","2019-12-11 14:00","2019-12-11 14:59","13.99"
"BASE AÉREA","2019-12-11 13:00","2019-12-11 13:59","18.13"
"BASE AÉREA","2019-12-11 12:00","2019-12-11 12:59","29.35"
"BASE AÉREA","2019-12-11 11:00","2019-12-11 11:59","22.86"
"BASE AÉREA","2019-12-11 10:00","2019-12-11 10:59","16.58"
"BASE AÉREA","2019-12-11 09:00","2019-12-11 09:59","11.42"
"BASE AÉREA","2019-12-11 08:00","2019-12-11 08:59","10.81"
"BASE AÉREA","2019-12-11 07:00","2019-12-11 07:59","9.48"
"BASE AÉREA","2019-12-11 06:00","2019-12-11 06:59","9.14"
"BASE AÉREA","2019-12-11 05:00","2019-12-11 05:59","8.87"
"BASE AÉREA","2019-12-11 04:00","2019-12-11 04:59","8.97"
"BASE AÉREA","2019-12-11 03:00","2019-12-11 03:59","9.0"
"BASE AÉREA","2019-12-11 02:00","2019-12-11 02:59","9.28"
"BASE AÉREA","2019-12-11 01:00","2019-12-11 01:59","8.99"
"BASE AÉREA","2019-12-11 00:00","2019-12-11 00:59","9.22"
"BASE AÉREA","2019-12-10 23:00","2019-12-10 23:59","9.46"
"BASE AÉREA","2019-12-10 22:00","2019-12-10 22:59","11.79"
"BASE AÉREA","2019-12-10 21:00","2019-12-10 21:59","11.38"
"BASE AÉREA","2019-12-10 20:00","2019-12-10 20:59","10.97"
"BASE AÉREA","2019-12-10 19:00","2019-12-10 19:59","10.16"
"BASE AÉREA","2019-12-10 18:00","2019-12-10 18:59","13.22"
"BASE AÉREA","2019-12-10 17:00","2019-12-10 17:59","13.03"
"BASE AÉREA","2019-12-10 16:00","2019-12-10 16:59","19.28"
"BASE AÉREA","2019-12-10 15:00","2019-12-10 15:59","27.64"
"BASE AÉREA","2019-12-10 14:00","2019-12-10 14:59","27.41"
"BASE AÉREA","2019-12-10 13:00","2019-12-10 13:59","43.53"
"BASE AÉREA","2019-12-10 12:00","2019-12-10 12:59","41.24"
"BASE AÉREA","2019-12-10 11:00","2019-12-10 11:59","32.8"
"BASE AÉREA","2019-12-10 10:00","2019-12-10 10:59","31.23"
"BASE AÉREA","2019-12-10 09:00","2019-12-10 09:59","17.09"
"BASE AÉREA","2019-12-10 08:00","2019-12-10 08:59","13.81"
"BASE AÉREA","2019-12-10 07:00","2019-12-10 07:59","9.91"
"BASE AÉREA","2019-12-10 06:00","2019-12-10 06:59","9.63"
"BASE AÉREA","2019-12-10 05:00","2019-12-10 05:59","9.75"
"BASE AÉREA","2019-12-10 04:00","2019-12-10 04:59","9.46"
"BASE AÉREA","2019-12-10 03:00","2019-12-10 03:59","9.18"
"BASE AÉREA","2019-12-10 02:00","2019-12-10 02:59","9.12"
"BASE AÉREA","2019-12-10 01:00","2019-12-10 01:59","8.89"
"BASE AÉREA","2019-12-10 00:00","2019-12-10 00:59","8.97"
"BASE AÉREA","2019-12-09 23:00","2019-12-09 23:59","9.04"
"BASE AÉREA","2019-12-09 22:00","2019-12-09 22:59","9.22"
"BASE AÉREA","2019-12-09 21:00","2019-12-09 21:59","9.32"
"BASE AÉREA","2019-12-09 20:00","2019-12-09 20:59","10.16"
"BASE AÉREA","2019-12-09 19:00","2019-12-09 19:59","12.12"
"BASE AÉREA","2019-12-09 18:00","2019-12-09 18:59","13.75"
"BASE AÉREA","2019-12-09 17:00","2019-12-09 17:59","22.8"
"BASE AÉREA","2019-12-09 16:00","2019-12-09 16:59","29.96"
"BASE AÉREA","2019-12-09 15:00","2019-12-09 15:59","36.78"
"BASE AÉREA","2019-12-09 14:00","2019-12-09 14:59","30.23"
"BASE AÉREA","2019-12-09 13:00","2019-12-09 13:59","49.08"
"BASE AÉREA","2019-12-09 12:00","2019-12-09 12:59","48.48"
"BASE AÉREA","2019-12-09 11:00","2019-12-09 11:59","43.85"
"BASE AÉREA","2019-12-09 10:00","2019-12-09 10:59","32.27"
"BASE AÉREA","2019-12-09 09:00","2019-12-09 09:59","17.15"
"BASE AÉREA","2019-12-09 08:00","2019-12-09 08:59","10.63"
"BASE AÉREA","2019-12-09 07:00","2019-12-09 07:59","9.83"
"BASE AÉREA","2019-12-09 06:00","2019-12-09 06:59","9.48"
"BASE AÉREA","2019-12-09 05:00","2019-12-09 05:59","9.65"
"BASE AÉREA","2019-12-09 04:00","2019-12-09 04:59","9.69"
"BASE AÉREA","2019-12-09 03:00","2019-12-09 03:59","9.71"
"BASE AÉREA","2019-12-09 02:00","2019-12-09 02:59","9.65"
"BASE AÉREA","2019-12-09 01:00","2019-12-09 01:59","9.81"
"BASE AÉREA","2019-12-09 00:00","2019-12-09 00:59","9.51"
"BASE AÉREA","2019-12-08 23:00","2019-12-08 23:59","9.55"
"BASE AÉREA","2019-12-08 22:00","2019-12-08 22:59","9.75"
"BASE AÉREA","2019-12-08 21:00","2019-12-08 21:59","9.77"
"BASE AÉREA","2019-12-08 20:00","2019-12-08 20:59","10.16"
"BASE AÉREA","2019-12-08 19:00","2019-12-08 19:59","10.48"
"BASE AÉREA","2019-12-08 18:00","2019-12-08 18:59","12.75"
"BASE AÉREA","2019-12-08 17:00","2019-12-08 17:59","16.09"
"BASE AÉREA","2019-12-08 16:00","2019-12-08 16:59","18.54"
"BASE AÉREA","2019-12-08 15:00","2019-12-08 15:59","19.46"
"BASE AÉREA","2019-12-08 14:00","2019-12-08 14:59","25.44"
"BASE AÉREA","2019-12-08 13:00","2019-12-08 13:59","47.44"
"BASE AÉREA","2019-12-08 12:00","2019-12-08 12:59","44.57"
"BASE AÉREA","2019-11-30 23:00","2019-11-30 23:59","12.5753258214"
"BASE AÉREA","2019-11-30 22:00","2019-11-30 22:59","9.0440330791"
"BASE AÉREA","2019-11-30 21:00","2019-11-30 21:59","10.6919696922"
"BASE AÉREA","2019-11-30 20:00","2019-11-30 20:59","10.5938782271"
"BASE AÉREA","2019-11-30 19:00","2019-11-30 19:59","10.0838026088"
"BASE AÉREA","2019-11-30 18:00","2019-11-30 18:59","12.9676916817"
"BASE AÉREA","2019-11-30 17:00","2019-11-30 17:59","15.1453222062"
"BASE AÉREA","2019-11-30 16:00","2019-11-30 16:59","25.5626357961"
"BASE AÉREA","2019-11-30 15:00","2019-11-30 15:59","27.8775943717"
"BASE AÉREA","2019-11-30 14:00","2019-11-30 14:59","45.7694775997"
"BASE AÉREA","2019-11-30 13:00","2019-11-30 13:59","58.0897656119"
"BASE AÉREA","2019-11-30 12:00","2019-11-30 12:59","50.4190130438"
"BASE AÉREA","2019-11-30 11:00","2019-11-30 11:59","31.7816346813"
"BASE AÉREA","2019-11-30 10:00","2019-11-30 10:59","16.6951673542"
"BASE AÉREA","2019-11-30 09:00","2019-11-30 09:59","12.6930355795"
"BASE AÉREA","2019-11-30 08:00","2019-11-30 08:59","10.1230391948"
"BASE AÉREA","2019-11-30 07:00","2019-11-30 07:59","9.7110550415"
"BASE AÉREA","2019-11-30 06:00","2019-11-30 06:59","9.8287647996"
"BASE AÉREA","2019-11-30 05:00","2019-11-30 05:59","9.7699099206"
"BASE AÉREA","2019-11-30 04:00","2019-11-30 04:59","9.7502916275"
"BASE AÉREA","2019-11-30 03:00","2019-11-30 03:59","9.7110550415"
"BASE AÉREA","2019-11-30 02:00","2019-11-30 02:59","9.6325818695"
"BASE AÉREA","2019-11-30 01:00","2019-11-30 01:59","9.6129635764"
"BASE AÉREA","2019-11-30 00:00","2019-11-30 00:59","9.3579257673"
"BASE AÉREA","2019-11-29 23:00","2019-11-29 23:59","9.8680013856"
"BASE AÉREA","2019-11-29 22:00","2019-11-29 22:59","10.2015123668"
"BASE AÉREA","2019-11-29 21:00","2019-11-29 21:59","9.6718184555"
"BASE AÉREA","2019-11-29 20:00","2019-11-29 20:59","10.3584587109"
"BASE AÉREA","2019-11-29 19:00","2019-11-29 19:59","11.0843355524"
"BASE AÉREA","2019-11-29 18:00","2019-11-29 18:59","12.0063953241"
"BASE AÉREA","2019-11-29 17:00","2019-11-29 17:59","13.1638746118"
"BASE AÉREA","2019-11-29 16:00","2019-11-29 16:59","15.4003600153"
"BASE AÉREA","2019-11-29 15:00","2019-11-29 15:59","16.8717319913"
"BASE AÉREA","2019-11-29 14:00","2019-11-29 14:59","18.1469210372"
"BASE AÉREA","2019-11-29 13:00","2019-11-29 13:59","16.9502051634"
"BASE AÉREA","2019-11-29 12:00","2019-11-29 12:59","34.1750664289"
"BASE AÉREA","2019-11-29 11:00","2019-11-29 11:59","29.7413322079"
"BASE AÉREA","2019-11-29 10:00","2019-11-29 10:59","18.0292112791"
"BASE AÉREA","2019-11-29 09:00","2019-11-29 09:59","14.1055526765"
"BASE AÉREA","2019-11-29 08:00","2019-11-29 08:59","12.4576160634"
"BASE AÉREA","2019-11-29 07:00","2019-11-29 07:59","9.6914367485"
"BASE AÉREA","2019-11-29 06:00","2019-11-29 06:59","9.9660928507"
"BASE AÉREA","2019-11-29 05:00","2019-11-29 05:59","9.7895282136"
"BASE AÉREA","2019-11-29 04:00","2019-11-29 04:59","9.9660928507"
"BASE AÉREA","2019-11-29 03:00","2019-11-29 03:59","9.6129635764"
"BASE AÉREA","2019-11-29 02:00","2019-11-29 02:59","9.9857111437"
"BASE AÉREA","2019-11-29 01:00","2019-11-29 01:59","9.6718184555"
"BASE AÉREA","2019-11-29 00:00","2019-11-29 00:59","9.2598343022"
"BASE AÉREA","2019-11-28 23:00","2019-11-28 23:59","11.1039538454"
"BASE AÉREA","2019-11-28 22:00","2019-11-28 22:59","10.41731359"
"BASE AÉREA","2019-11-28 21:00","2019-11-28 21:59","10.0445660227"
"BASE AÉREA","2019-11-28 20:00","2019-11-28 20:59","10.397695297"
"BASE AÉREA","2019-11-28 19:00","2019-11-28 19:59","10.3584587109"
"BASE AÉREA","2019-11-28 18:00","2019-11-28 18:59","10.5154050551"
"BASE AÉREA","2019-11-28 17:00","2019-11-28 17:59","12.9676916817"
"BASE AÉREA","2019-11-28 16:00","2019-11-28 16:59","13.9878429184"
"BASE AÉREA","2019-11-28 15:00","2019-11-28 15:59","16.2439466149"
"BASE AÉREA","2019-11-28 14:00","2019-11-28 14:59","17.0090600424"
"BASE AÉREA","2019-11-28 13:00","2019-11-28 13:59","27.9756858368"
"BASE AÉREA","2019-11-28 12:00","2019-11-28 12:59","40.6883397093"
"BASE AÉREA","2019-11-28 11:00","2019-11-28 11:59","32.4878932298"
"BASE AÉREA","2019-11-28 10:00","2019-11-28 10:59","25.6607272612"
"BASE AÉREA","2019-11-28 09:00","2019-11-28 09:59","19.1670722739"
"BASE AÉREA","2019-11-28 08:00","2019-11-28 08:59","13.8897514533"
"BASE AÉREA","2019-11-28 07:00","2019-11-28 07:59","9.9857111437"
"BASE AÉREA","2019-11-28 06:00","2019-11-28 06:59","9.6325818695"
"BASE AÉREA","2019-11-28 05:00","2019-11-28 05:59","9.4952538184"
"BASE AÉREA","2019-11-28 04:00","2019-11-28 04:59","10.5742599341"
"BASE AÉREA","2019-11-28 03:00","2019-11-28 03:59","9.004796493"
"BASE AÉREA","2019-11-28 02:00","2019-11-28 02:59","10.2211306599"
"BASE AÉREA","2019-11-28 01:00","2019-11-28 01:59","9.7895282136"
"BASE AÉREA","2019-11-28 00:00","2019-11-28 00:59","9.8483830926"
"BASE AÉREA","2019-11-27 23:00","2019-11-27 23:59","9.2402160092"
"BASE AÉREA","2019-11-27 22:00","2019-11-27 22:59","9.2794525952"
"BASE AÉREA","2019-11-27 21:00","2019-11-27 21:59","9.1421245441"
"BASE AÉREA","2019-11-27 20:00","2019-11-27 20:59","10.8096794502"
"BASE AÉREA","2019-11-27 19:00","2019-11-27 19:59","9.9660928507"
"BASE AÉREA","2019-11-27 18:00","2019-11-27 18:59","9.7502916275"
"BASE AÉREA","2019-11-27 17:00","2019-11-27 17:59","14.3017356066"
"BASE AÉREA","2019-11-27 16:00","2019-11-27 16:59","15.5376880664"
"BASE AÉREA","2019-11-27 15:00","2019-11-27 15:59","19.9125674084"
"BASE AÉREA","2019-11-27 14:00","2019-11-27 14:59","26.3473675167"
"BASE AÉREA","2019-11-27 13:00","2019-11-27 13:59","39.8839896957"
"BASE AÉREA","2019-11-27 12:00","2019-11-27 12:59","19.7163844782"
"BASE AÉREA","2019-11-27 11:00","2019-11-27 11:59","17.5583722468"
"BASE AÉREA","2019-11-27 10:00","2019-11-27 10:59","20.5207344918"
"BASE AÉREA","2019-11-27 09:00","2019-11-27 09:59","10.495786762"
"BASE AÉREA","2019-11-27 08:00","2019-11-27 08:59","10.7900611572"
"BASE AÉREA","2019-11-27 07:00","2019-11-27 07:59","9.1813611302"
"BASE AÉREA","2019-11-27 06:00","2019-11-27 06:59","10.8292977433"
"BASE AÉREA","2019-11-27 05:00","2019-11-27 05:59","9.6718184555"
"BASE AÉREA","2019-11-27 04:00","2019-11-27 04:59","9.3971623533"
"BASE AÉREA","2019-11-27 03:00","2019-11-27 03:59","9.3579257673"
"BASE AÉREA","2019-11-27 02:00","2019-11-27 02:59","10.2211306599"
"BASE AÉREA","2019-11-27 01:00","2019-11-27 01:59","9.9268562647"
"BASE AÉREA","2019-11-27 00:00","2019-11-27 00:59","9.0832696651"
"BASE AÉREA","2019-11-26 23:00","2019-11-26 23:59","9.004796493"
"BASE AÉREA","2019-11-26 22:00","2019-11-26 22:59","10.397695297"
"BASE AÉREA","2019-11-26 21:00","2019-11-26 21:59","9.5737269904"
"BASE AÉREA","2019-11-26 20:00","2019-11-26 20:59","11.0058623804"
"BASE AÉREA","2019-11-26 19:00","2019-11-26 19:59","10.9666257944"
"BASE AÉREA","2019-11-26 18:00","2019-11-26 18:59","11.1824270175"
"BASE AÉREA","2019-11-26 17:00","2019-11-26 17:59","18.8924161717"
"BASE AÉREA","2019-11-26 16:00","2019-11-26 16:59","19.40249179"
"BASE AÉREA","2019-11-26 15:00","2019-11-26 15:59","25.5822540892"
"BASE AÉREA","2019-11-26 14:00","2019-11-26 14:59","41.2965067927"
"BASE AÉREA","2019-11-26 13:00","2019-11-26 13:59","45.2790202744"
"BASE AÉREA","2019-11-26 12:00","2019-11-26 12:59","37.5690311202"
"BASE AÉREA","2019-11-26 11:00","2019-11-26 11:59","26.1708028795"
"BASE AÉREA","2019-11-26 10:00","2019-11-26 10:59","19.6771478922"
"BASE AÉREA","2019-11-26 09:00","2019-11-26 09:59","16.6363124752"
"BASE AÉREA","2019-11-26 08:00","2019-11-26 08:59","11.0647172594"
"BASE AÉREA","2019-11-26 07:00","2019-11-26 07:59","10.1034209018"
"BASE AÉREA","2019-11-26 06:00","2019-11-26 06:59","9.9072379716"
"BASE AÉREA","2019-11-26 05:00","2019-11-26 05:59","9.6325818695"
"BASE AÉREA","2019-11-26 04:00","2019-11-26 04:59","9.5541086974"
"BASE AÉREA","2019-11-26 03:00","2019-11-26 03:59","9.4363989393"
"BASE AÉREA","2019-11-26 02:00","2019-11-26 02:59","9.4756355254"
"BASE AÉREA","2019-11-26 01:00","2019-11-26 01:59","9.5148721114"
"BASE AÉREA","2019-11-26 00:00","2019-11-26 00:59","9.3775440603"
"BASE AÉREA","2019-11-25 23:00","2019-11-25 23:59","9.8287647996"
"BASE AÉREA","2019-11-25 22:00","2019-11-25 22:59","9.6522001625"
"BASE AÉREA","2019-11-25 21:00","2019-11-25 21:59","9.8091465066"
"BASE AÉREA","2019-11-25 20:00","2019-11-25 20:59","10.1622757808"
"BASE AÉREA","2019-11-25 19:00","2019-11-25 19:59","11.2020453105"
"BASE AÉREA","2019-11-25 18:00","2019-11-25 18:59","14.0663160904"
"BASE AÉREA","2019-11-25 17:00","2019-11-25 17:59","15.3415051363"
"BASE AÉREA","2019-11-25 16:00","2019-11-25 16:59","22.4825637931"
"BASE AÉREA","2019-11-25 15:00","2019-11-25 15:59","28.5838529202"
"BASE AÉREA","2019-11-25 14:00","2019-11-25 14:59","36.7842993997"
"BASE AÉREA","2019-11-25 13:00","2019-11-25 13:59","64.2499096181"
"BASE AÉREA","2019-11-25 12:00","2019-11-25 12:59","49.7127544953"
"BASE AÉREA","2019-11-25 11:00","2019-11-25 11:59","36.0584225582"
