Estacion,datetime,hour,month,dayofweek,year,is_weekend,NO2,PM2.5,PM1.0
P_2. ERA OBRERO,2020-01-02 17:00:00,17,1,3,2020,0,16.04,6.79,4.41
TRANSITORIA-NAVARRO,2020-01-02 17:00:00,17,1,3,2020,0,16.04,6.79,4.41
UNIVERSIDAD DEL VALLE,2020-01-02 17:00:00,17,1,3,2020,0,16.04,6.79,4.41
BASE AÉREA,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
CAÑAVERALEJO,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
LA ERMITA,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
LA FLORA,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
P_2. ERA OBRERO,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
TRANSITORIA-NAVARRO,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
UNIVERSIDAD DEL VALLE,2020-01-02 18:00:00,18,1,3,2020,0,16.6,6.47,4.2
BASE AÉREA,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
CAÑAVERALEJO,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
LA ERMITA,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
LA FLORA,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
P_2. ERA OBRERO,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
TRANSITORIA-NAVARRO,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
UNIVERSIDAD DEL VALLE,2020-01-02 19:00:00,19,1,3,2020,0,20.1,6.97,4.53
BASE AÉREA,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
CAÑAVERALEJO,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
LA ERMITA,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
LA FLORA,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
P_2. ERA OBRERO,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
TRANSITORIA-NAVARRO,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
UNIVERSIDAD DEL VALLE,2020-01-02 20:00:00,20,1,3,2020,0,28.42,11.85,7.7
BASE AÉREA,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
CAÑAVERALEJO,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
LA ERMITA,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
LA FLORA,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
P_2. ERA OBRERO,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
TRANSITORIA-NAVARRO,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
UNIVERSIDAD DEL VALLE,2020-01-02 21:00:00,21,1,3,2020,0,25.11,10.1,6.56
BASE AÉREA,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
CAÑAVERALEJO,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
LA ERMITA,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
LA FLORA,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
P_2. ERA OBRERO,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
TRANSITORIA-NAVARRO,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
UNIVERSIDAD DEL VALLE,2020-01-02 22:00:00,22,1,3,2020,0,22.0,15.28,9.93
BASE AÉREA,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
CAÑAVERALEJO,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
LA ERMITA,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
LA FLORA,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
P_2. ERA OBRERO,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
TRANSITORIA-NAVARRO,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
UNIVERSIDAD DEL VALLE,2020-01-02 23:00:00,23,1,3,2020,0,16.37,9.27,6.02
BASE AÉREA,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
CAÑAVERALEJO,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
LA ERMITA,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
LA FLORA,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
P_2. ERA OBRERO,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
TRANSITORIA-NAVARRO,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
UNIVERSIDAD DEL VALLE,2020-01-03 00:00:00,0,1,4,2020,0,11.38,13.64,8.87
BASE AÉREA,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
CAÑAVERALEJO,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
LA ERMITA,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
LA FLORA,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
P_2. ERA OBRERO,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
TRANSITORIA-NAVARRO,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
UNIVERSIDAD DEL VALLE,2020-01-03 01:00:00,1,1,4,2020,0,9.12,9.5,6.18
BASE AÉREA,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
CAÑAVERALEJO,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
LA ERMITA,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
LA FLORA,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
P_2. ERA OBRERO,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
TRANSITORIA-NAVARRO,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
UNIVERSIDAD DEL VALLE,2020-01-03 02:00:00,2,1,4,2020,0,6.55,8.51,5.53
BASE AÉREA,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
CAÑAVERALEJO,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
LA ERMITA,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
LA FLORA,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
P_2. ERA OBRERO,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
TRANSITORIA-NAVARRO,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
UNIVERSIDAD DEL VALLE,2020-01-03 03:00:00,3,1,4,2020,0,4.52,13.72,8.92
BASE AÉREA,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
CAÑAVERALEJO,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
LA ERMITA,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
LA FLORA,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
P_2. ERA OBRERO,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
TRANSITORIA-NAVARRO,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
UNIVERSIDAD DEL VALLE,2020-01-03 04:00:00,4,1,4,2020,0,4.54,10.3,6.69
BASE AÉREA,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
CAÑAVERALEJO,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
LA ERMITA,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
LA FLORA,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
P_2. ERA OBRERO,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
TRANSITORIA-NAVARRO,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
UNIVERSIDAD DEL VALLE,2020-01-03 05:00:00,5,1,4,2020,0,7.97,13.93,9.06
BASE AÉREA,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
CAÑAVERALEJO,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
LA ERMITA,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
LA FLORA,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
P_2. ERA OBRERO,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
TRANSITORIA-NAVARRO,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
UNIVERSIDAD DEL VALLE,2020-01-03 06:00:00,6,1,4,2020,0,10.42,18.91,12.29
BASE AÉREA,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
CAÑAVERALEJO,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
LA ERMITA,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
LA FLORA,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
P_2. ERA OBRERO,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
TRANSITORIA-NAVARRO,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
UNIVERSIDAD DEL VALLE,2020-01-03 07:00:00,7,1,4,2020,0,13.69,13.55,8.81
BASE AÉREA,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
CAÑAVERALEJO,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
LA ERMITA,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
LA FLORA,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
P_2. ERA OBRERO,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
TRANSITORIA-NAVARRO,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
UNIVERSIDAD DEL VALLE,2020-01-03 08:00:00,8,1,4,2020,0,18.6,17.15,11.15
BASE AÉREA,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
CAÑAVERALEJO,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
LA ERMITA,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
LA FLORA,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
P_2. ERA OBRERO,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
TRANSITORIA-NAVARRO,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
UNIVERSIDAD DEL VALLE,2020-01-03 09:00:00,9,1,4,2020,0,17.83,12.32,8.01
BASE AÉREA,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
CAÑAVERALEJO,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
LA ERMITA,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
LA FLORA,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
P_2. ERA OBRERO,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
TRANSITORIA-NAVARRO,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
UNIVERSIDAD DEL VALLE,2020-01-03 10:00:00,10,1,4,2020,0,12.29,7.63,4.96
BASE AÉREA,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
CAÑAVERALEJO,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
LA ERMITA,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
LA FLORA,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
P_2. ERA OBRERO,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
TRANSITORIA-NAVARRO,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
UNIVERSIDAD DEL VALLE,2020-01-03 11:00:00,11,1,4,2020,0,11.07,13.86,9.01
BASE AÉREA,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
CAÑAVERALEJO,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
LA ERMITA,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
LA FLORA,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
P_2. ERA OBRERO,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
TRANSITORIA-NAVARRO,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
UNIVERSIDAD DEL VALLE,2020-01-03 12:00:00,12,1,4,2020,0,10.45,11.61,7.54
BASE AÉREA,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
CAÑAVERALEJO,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
LA ERMITA,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
LA FLORA,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
P_2. ERA OBRERO,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
TRANSITORIA-NAVARRO,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
UNIVERSIDAD DEL VALLE,2020-01-03 13:00:00,13,1,4,2020,0,8.26,16.29,10.59
BASE AÉREA,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
CAÑAVERALEJO,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
LA ERMITA,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
LA FLORA,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
P_2. ERA OBRERO,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
TRANSITORIA-NAVARRO,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
UNIVERSIDAD DEL VALLE,2020-01-03 14:00:00,14,1,4,2020,0,9.76,17.23,11.2
BASE AÉREA,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
CAÑAVERALEJO,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
LA ERMITA,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
LA FLORA,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
P_2. ERA OBRERO,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
TRANSITORIA-NAVARRO,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
UNIVERSIDAD DEL VALLE,2020-01-03 15:00:00,15,1,4,2020,0,10.84,8.88,5.77
BASE AÉREA,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
CAÑAVERALEJO,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
LA ERMITA,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
LA FLORA,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
P_2. ERA OBRERO,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
TRANSITORIA-NAVARRO,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
UNIVERSIDAD DEL VALLE,2020-01-03 16:00:00,16,1,4,2020,0,15.45,9.2,5.98
BASE AÉREA,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
CAÑAVERALEJO,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
LA ERMITA,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
LA FLORA,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
P_2. ERA OBRERO,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
TRANSITORIA-NAVARRO,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
UNIVERSIDAD DEL VALLE,2020-01-03 17:00:00,17,1,4,2020,0,18.77,10.94,7.11
BASE AÉREA,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
CAÑAVERALEJO,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
LA ERMITA,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
LA FLORA,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
P_2. ERA OBRERO,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
TRANSITORIA-NAVARRO,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
UNIVERSIDAD DEL VALLE,2020-01-03 18:00:00,18,1,4,2020,0,26.53,9.92,6.45
BASE AÉREA,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
CAÑAVERALEJO,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
LA ERMITA,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
LA FLORA,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
P_2. ERA OBRERO,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
TRANSITORIA-NAVARRO,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
UNIVERSIDAD DEL VALLE,2020-01-03 19:00:00,19,1,4,2020,0,25.16,11.7,7.6
BASE AÉREA,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
CAÑAVERALEJO,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
LA ERMITA,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
LA FLORA,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
P_2. ERA OBRERO,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
TRANSITORIA-NAVARRO,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
UNIVERSIDAD DEL VALLE,2020-01-03 20:00:00,20,1,4,2020,0,26.14,20.26,13.17
BASE AÉREA,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
CAÑAVERALEJO,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
LA ERMITA,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
LA FLORA,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
P_2. ERA OBRERO,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
TRANSITORIA-NAVARRO,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
UNIVERSIDAD DEL VALLE,2020-01-03 21:00:00,21,1,4,2020,0,26.1,27.53,17.9
BASE AÉREA,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
CAÑAVERALEJO,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
LA ERMITA,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
LA FLORA,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
P_2. ERA OBRERO,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
TRANSITORIA-NAVARRO,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
UNIVERSIDAD DEL VALLE,2020-01-03 22:00:00,22,1,4,2020,0,24.83,25.22,16.4
BASE AÉREA,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
CAÑAVERALEJO,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
LA ERMITA,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
LA FLORA,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
P_2. ERA OBRERO,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
TRANSITORIA-NAVARRO,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
UNIVERSIDAD DEL VALLE,2020-01-03 23:00:00,23,1,4,2020,0,18.09,21.94,14.26
BASE AÉREA,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
CAÑAVERALEJO,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
LA ERMITA,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
LA FLORA,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
P_2. ERA OBRERO,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
TRANSITORIA-NAVARRO,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
UNIVERSIDAD DEL VALLE,2020-01-04 00:00:00,0,1,5,2020,1,12.42,16.99,11.04
BASE AÉREA,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
CAÑAVERALEJO,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
LA ERMITA,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
LA FLORA,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
P_2. ERA OBRERO,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
TRANSITORIA-NAVARRO,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
UNIVERSIDAD DEL VALLE,2020-01-04 01:00:00,1,1,5,2020,1,9.1,16.35,10.63
BASE AÉREA,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
CAÑAVERALEJO,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
LA ERMITA,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
LA FLORA,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
P_2. ERA OBRERO,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
TRANSITORIA-NAVARRO,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
UNIVERSIDAD DEL VALLE,2020-01-04 02:00:00,2,1,5,2020,1,8.35,15.7,10.2
BASE AÉREA,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
CAÑAVERALEJO,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
LA ERMITA,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
LA FLORA,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
P_2. ERA OBRERO,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
TRANSITORIA-NAVARRO,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
UNIVERSIDAD DEL VALLE,2020-01-04 03:00:00,3,1,5,2020,1,7.52,16.78,10.91
BASE AÉREA,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
CAÑAVERALEJO,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
LA ERMITA,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
LA FLORA,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
P_2. ERA OBRERO,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
TRANSITORIA-NAVARRO,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
UNIVERSIDAD DEL VALLE,2020-01-04 04:00:00,4,1,5,2020,1,6.99,15.97,10.38
BASE AÉREA,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
CAÑAVERALEJO,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
LA ERMITA,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
LA FLORA,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
P_2. ERA OBRERO,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
TRANSITORIA-NAVARRO,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
UNIVERSIDAD DEL VALLE,2020-01-04 05:00:00,5,1,5,2020,1,7.58,16.84,10.94
BASE AÉREA,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
CAÑAVERALEJO,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
LA ERMITA,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
LA FLORA,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
P_2. ERA OBRERO,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
TRANSITORIA-NAVARRO,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
UNIVERSIDAD DEL VALLE,2020-01-04 06:00:00,6,1,5,2020,1,9.58,26.23,17.05
BASE AÉREA,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
CAÑAVERALEJO,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
LA ERMITA,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
LA FLORA,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
P_2. ERA OBRERO,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
TRANSITORIA-NAVARRO,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
UNIVERSIDAD DEL VALLE,2020-01-04 07:00:00,7,1,5,2020,1,14.12,30.9,20.08
BASE AÉREA,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
CAÑAVERALEJO,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
LA ERMITA,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
LA FLORA,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
P_2. ERA OBRERO,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
TRANSITORIA-NAVARRO,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
UNIVERSIDAD DEL VALLE,2020-01-04 08:00:00,8,1,5,2020,1,18.75,20.32,13.21
BASE AÉREA,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
CAÑAVERALEJO,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
LA ERMITA,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
LA FLORA,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
P_2. ERA OBRERO,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
TRANSITORIA-NAVARRO,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
UNIVERSIDAD DEL VALLE,2020-01-04 09:00:00,9,1,5,2020,1,18.15,19.01,12.36
BASE AÉREA,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
CAÑAVERALEJO,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
LA ERMITA,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
LA FLORA,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
P_2. ERA OBRERO,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
TRANSITORIA-NAVARRO,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
UNIVERSIDAD DEL VALLE,2020-01-04 10:00:00,10,1,5,2020,1,15.53,19.12,12.43
BASE AÉREA,2020-01-04 11:00:00,11,1,5,2020,1,8.62,17.51,11.38
