"Estacion","Fecha inicial","Fecha final","SO2"
"BASE AÉREA","2019-12-15 06:00","2019-12-15 06:59","13.9294"
"BASE AÉREA","2019-12-15 05:00","2019-12-15 05:59","14.2436"
"BASE AÉREA","2019-12-15 04:00","2019-12-15 04:59","14.5316"
"BASE AÉREA","2019-12-15 03:00","2019-12-15 03:59","14.4531"
"BASE AÉREA","2019-12-15 02:00","2019-12-15 02:59","14.4792"
"BASE AÉREA","2019-12-15 01:00","2019-12-15 01:59","14.6102"
"BASE AÉREA","2019-12-15 00:00","2019-12-15 00:59","14.6887"
"BASE AÉREA","2019-12-14 23:00","2019-12-14 23:59","14.6887"
"BASE AÉREA","2019-12-14 22:00","2019-12-14 22:59","14.7411"
"BASE AÉREA","2019-12-14 21:00","2019-12-14 21:59","14.165"
"BASE AÉREA","2019-12-14 20:00","2019-12-14 20:59","14.2698"
"BASE AÉREA","2019-12-14 19:00","2019-12-14 19:59","14.4792"
"BASE AÉREA","2019-12-14 18:00","2019-12-14 18:59","14.1127"
"BASE AÉREA","2019-12-14 17:00","2019-12-14 17:59","14.3745"
"BASE AÉREA","2019-12-14 16:00","2019-12-14 16:59","14.1912"
"BASE AÉREA","2019-12-14 15:00","2019-12-14 15:59","13.4057"
"BASE AÉREA","2019-12-14 14:00","2019-12-14 14:59","13.2486"
"BASE AÉREA","2019-12-14 13:00","2019-12-14 13:59","13.3272"
"BASE AÉREA","2019-12-14 12:00","2019-12-14 12:59","13.4581"
"BASE AÉREA","2019-12-14 11:00","2019-12-14 11:59","12.0704"
"BASE AÉREA","2019-12-14 10:00","2019-12-14 10:59","12.1489"
"BASE AÉREA","2019-12-14 09:00","2019-12-14 09:59","12.0442"
"BASE AÉREA","2019-12-14 08:00","2019-12-14 08:59","12.0966"
"BASE AÉREA","2019-12-14 07:00","2019-12-14 07:59","12.4893"
"BASE AÉREA","2019-12-14 06:00","2019-12-14 06:59","12.6726"
"BASE AÉREA","2019-12-14 05:00","2019-12-14 05:59","12.725"
"BASE AÉREA","2019-12-14 04:00","2019-12-14 04:59","12.9868"
"BASE AÉREA","2019-12-14 03:00","2019-12-14 03:59","13.301"
"BASE AÉREA","2019-12-14 02:00","2019-12-14 02:59","13.3534"
"BASE AÉREA","2019-12-14 01:00","2019-12-14 01:59","12.9868"
"BASE AÉREA","2019-12-14 00:00","2019-12-14 00:59","12.6988"
"BASE AÉREA","2019-12-13 23:00","2019-12-13 23:59","12.9868"
"BASE AÉREA","2019-12-13 22:00","2019-12-13 22:59","12.8559"
"BASE AÉREA","2019-12-13 21:00","2019-12-13 21:59","12.5417"
"BASE AÉREA","2019-12-13 20:00","2019-12-13 20:59","12.3846"
"BASE AÉREA","2019-12-13 19:00","2019-12-13 19:59","12.8821"
"BASE AÉREA","2019-12-13 18:00","2019-12-13 18:59","12.8559"
"BASE AÉREA","2019-12-13 17:00","2019-12-13 17:59","13.1177"
"BASE AÉREA","2019-12-13 16:00","2019-12-13 16:59","12.9868"
"BASE AÉREA","2019-12-13 15:00","2019-12-13 15:59","13.8247"
"BASE AÉREA","2019-11-30 23:00","2019-11-30 23:59","5.5246269042"
"BASE AÉREA","2019-11-30 22:00","2019-11-30 22:59","8.1691165597"
"BASE AÉREA","2019-11-30 21:00","2019-11-30 21:59","8.7713270753"
"BASE AÉREA","2019-11-30 20:00","2019-11-30 20:59","8.6927778777"
"BASE AÉREA","2019-11-30 19:00","2019-11-30 19:59","8.61422868"
"BASE AÉREA","2019-11-30 18:00","2019-11-30 18:59","9.9757481066"
"BASE AÉREA","2019-11-30 17:00","2019-11-30 17:59","8.7451440094"
"BASE AÉREA","2019-11-30 16:00","2019-11-30 16:59","8.7975101412"
"BASE AÉREA","2019-11-30 15:00","2019-11-30 15:59","10.1066634361"
"BASE AÉREA","2019-11-30 14:00","2019-11-30 14:59","8.3785810869"
"BASE AÉREA","2019-11-30 13:00","2019-11-30 13:59","9.6353682499"
"BASE AÉREA","2019-11-30 12:00","2019-11-30 12:59","8.2476657574"
"BASE AÉREA","2019-11-30 11:00","2019-11-30 11:59","5.4198946406"
"BASE AÉREA","2019-11-30 10:00","2019-11-30 10:59","4.7653179932"
"BASE AÉREA","2019-11-30 09:00","2019-11-30 09:59","5.3937115747"
"BASE AÉREA","2019-11-30 08:00","2019-11-30 08:59","6.1530204857"
"BASE AÉREA","2019-11-30 07:00","2019-11-30 07:59","7.8811028349"
"BASE AÉREA","2019-11-30 06:00","2019-11-30 06:59","6.7814140672"
"BASE AÉREA","2019-11-30 05:00","2019-11-30 05:59","6.3624850129"
"BASE AÉREA","2019-11-30 04:00","2019-11-30 04:59","4.9747825203"
"BASE AÉREA","2019-11-30 03:00","2019-11-30 03:59","4.0060090822"
"BASE AÉREA","2019-11-30 02:00","2019-11-30 02:59","4.2416566752"
"BASE AÉREA","2019-11-30 01:00","2019-11-30 01:59","4.7391349273"
"BASE AÉREA","2019-11-30 00:00","2019-11-30 00:59","5.4984438383"
"BASE AÉREA","2019-11-29 23:00","2019-11-29 23:59","6.9385124626"
"BASE AÉREA","2019-11-29 22:00","2019-11-29 22:59","5.4722607724"
"BASE AÉREA","2019-11-29 21:00","2019-11-29 21:59","4.1369244117"
"BASE AÉREA","2019-11-29 20:00","2019-11-29 20:59","4.0321921481"
"BASE AÉREA","2019-11-29 19:00","2019-11-29 19:59","4.5034873342"
"BASE AÉREA","2019-11-29 18:00","2019-11-29 18:59","5.3675285088"
"BASE AÉREA","2019-11-29 17:00","2019-11-29 17:59","7.4359907146"
"BASE AÉREA","2019-11-29 16:00","2019-11-29 16:59","7.331258451"
"BASE AÉREA","2019-11-29 15:00","2019-11-29 15:59","6.9646955285"
"BASE AÉREA","2019-11-29 14:00","2019-11-29 14:59","7.3050753851"
"BASE AÉREA","2019-11-29 13:00","2019-11-29 13:59","7.5669060441"
"BASE AÉREA","2019-11-29 12:00","2019-11-29 12:59","7.0694277921"
"BASE AÉREA","2019-11-29 11:00","2019-11-29 11:59","6.2839358152"
"BASE AÉREA","2019-11-29 10:00","2019-11-29 10:59","7.2003431216"
"BASE AÉREA","2019-11-29 09:00","2019-11-29 09:59","6.5195834082"
"BASE AÉREA","2019-11-29 08:00","2019-11-29 08:59","5.6555422337"
"BASE AÉREA","2019-11-29 07:00","2019-11-29 07:59","8.2476657574"
"BASE AÉREA","2019-11-29 06:00","2019-11-29 06:59","9.871015843"
"BASE AÉREA","2019-11-29 05:00","2019-11-29 05:59","6.3624850129"
"BASE AÉREA","2019-11-29 04:00","2019-11-29 04:59","4.1892905434"
"BASE AÉREA","2019-11-29 03:00","2019-11-29 03:59","3.796544555"
"BASE AÉREA","2019-11-29 02:00","2019-11-29 02:59","4.0321921481"
"BASE AÉREA","2019-11-29 01:00","2019-11-29 01:59","4.3202058729"
"BASE AÉREA","2019-11-29 00:00","2019-11-29 00:59","5.2889793111"
"BASE AÉREA","2019-11-28 23:00","2019-11-28 23:59","4.058375214"
"BASE AÉREA","2019-11-28 22:00","2019-11-28 22:59","4.058375214"
"BASE AÉREA","2019-11-28 21:00","2019-11-28 21:59","6.7552310013"
"BASE AÉREA","2019-11-28 20:00","2019-11-28 20:59","6.336301947"
"BASE AÉREA","2019-11-28 19:00","2019-11-28 19:59","7.4883568464"
"BASE AÉREA","2019-11-28 18:00","2019-11-28 18:59","9.0331577343"
"BASE AÉREA","2019-11-28 17:00","2019-11-28 17:59","7.2265261874"
"BASE AÉREA","2019-11-28 16:00","2019-11-28 16:59","5.7602744972"
"BASE AÉREA","2019-11-28 15:00","2019-11-28 15:59","4.4249381365"
"BASE AÉREA","2019-11-28 14:00","2019-11-28 14:59","4.3202058729"
"BASE AÉREA","2019-11-28 13:00","2019-11-28 13:59","5.1842470475"
"BASE AÉREA","2019-11-28 12:00","2019-11-28 12:59","4.817684125"
"BASE AÉREA","2019-11-28 11:00","2019-11-28 11:59","4.9224163886"
"BASE AÉREA","2019-11-28 10:00","2019-11-28 10:59","4.9224163886"
"BASE AÉREA","2019-11-28 09:00","2019-11-28 09:59","4.7391349273"
"BASE AÉREA","2019-11-28 08:00","2019-11-28 08:59","5.3937115747"
"BASE AÉREA","2019-11-28 07:00","2019-11-28 07:59","7.9334689667"
"BASE AÉREA","2019-11-28 06:00","2019-11-28 06:59","8.5880456141"
"BASE AÉREA","2019-11-28 05:00","2019-11-28 05:59","6.9908785944"
"BASE AÉREA","2019-11-28 04:00","2019-11-28 04:59","3.8227276209"
"BASE AÉREA","2019-11-28 03:00","2019-11-28 03:59","3.5870800278"
"BASE AÉREA","2019-11-28 02:00","2019-11-28 02:59","4.2416566752"
"BASE AÉREA","2019-11-28 01:00","2019-11-28 01:59","4.7129518614"
"BASE AÉREA","2019-11-28 00:00","2019-11-28 00:59","5.3937115747"
"BASE AÉREA","2019-11-27 23:00","2019-11-27 23:59","5.7602744972"
"BASE AÉREA","2019-11-27 22:00","2019-11-27 22:59","6.8599632649"
"BASE AÉREA","2019-11-27 21:00","2019-11-27 21:59","7.1741600557"
"BASE AÉREA","2019-11-27 20:00","2019-11-27 20:59","6.5457664741"
"BASE AÉREA","2019-11-27 19:00","2019-11-27 19:59","4.2678397411"
"BASE AÉREA","2019-11-27 18:00","2019-11-27 18:59","4.3987550706"
"BASE AÉREA","2019-11-27 17:00","2019-11-27 17:59","4.6082195978"
"BASE AÉREA","2019-11-27 16:00","2019-11-27 16:59","7.2003431216"
"BASE AÉREA","2019-11-27 15:00","2019-11-27 15:59","6.6504987377"
"BASE AÉREA","2019-11-27 14:00","2019-11-27 14:59","5.1580639816"
"BASE AÉREA","2019-11-27 13:00","2019-11-27 13:59","4.5034873342"
"BASE AÉREA","2019-11-27 12:00","2019-11-27 12:59","5.4722607724"
"BASE AÉREA","2019-11-27 11:00","2019-11-27 11:59","5.812640629"
"BASE AÉREA","2019-11-27 10:00","2019-11-27 10:59","4.7653179932"
"BASE AÉREA","2019-11-27 09:00","2019-11-27 09:59","6.1006543539"
"BASE AÉREA","2019-11-27 08:00","2019-11-27 08:59","7.1741600557"
"BASE AÉREA","2019-11-27 07:00","2019-11-27 07:59","8.0120181643"
"BASE AÉREA","2019-11-27 06:00","2019-11-27 06:59","9.0855238661"
"BASE AÉREA","2019-11-27 05:00","2019-11-27 05:59","7.2527092533"
"BASE AÉREA","2019-11-27 04:00","2019-11-27 04:59","4.5820365319"
"BASE AÉREA","2019-11-27 03:00","2019-11-27 03:59","3.9012768186"
"BASE AÉREA","2019-11-27 02:00","2019-11-27 02:59","3.8489106868"
"BASE AÉREA","2019-11-27 01:00","2019-11-27 01:59","4.0845582799"
"BASE AÉREA","2019-11-27 00:00","2019-11-27 00:59","4.8962333227"
"BASE AÉREA","2019-11-26 23:00","2019-11-26 23:59","6.2577527493"
"BASE AÉREA","2019-11-26 22:00","2019-11-26 22:59","7.1479769898"
"BASE AÉREA","2019-11-26 21:00","2019-11-26 21:59","8.3785810869"
"BASE AÉREA","2019-11-26 20:00","2019-11-26 20:59","7.4883568464"
"BASE AÉREA","2019-11-26 19:00","2019-11-26 19:59","5.812640629"
"BASE AÉREA","2019-11-26 18:00","2019-11-26 18:59","5.2366131793"
"BASE AÉREA","2019-11-26 17:00","2019-11-26 17:59","4.817684125"
"BASE AÉREA","2019-11-26 16:00","2019-11-26 16:59","4.9224163886"
"BASE AÉREA","2019-11-26 15:00","2019-11-26 15:59","6.3101188811"
"BASE AÉREA","2019-11-26 14:00","2019-11-26 14:59","5.7340914313"
"BASE AÉREA","2019-11-26 13:00","2019-11-26 13:59","5.6555422337"
"BASE AÉREA","2019-11-26 12:00","2019-11-26 12:59","6.3101188811"
"BASE AÉREA","2019-11-26 11:00","2019-11-26 11:59","7.1741600557"
"BASE AÉREA","2019-11-26 10:00","2019-11-26 10:59","5.5508099701"
"BASE AÉREA","2019-11-26 09:00","2019-11-26 09:59","5.5246269042"
"BASE AÉREA","2019-11-26 08:00","2019-11-26 08:59","7.095610858"
"BASE AÉREA","2019-11-26 07:00","2019-11-26 07:59","8.5618625482"
"BASE AÉREA","2019-11-26 06:00","2019-11-26 06:59","7.6978213736"
"BASE AÉREA","2019-11-26 05:00","2019-11-26 05:59","5.9173728926"
"BASE AÉREA","2019-11-26 04:00","2019-11-26 04:59","4.2678397411"
"BASE AÉREA","2019-11-26 03:00","2019-11-26 03:59","3.8227276209"
"BASE AÉREA","2019-11-26 02:00","2019-11-26 02:59","3.7441784232"
"BASE AÉREA","2019-11-26 01:00","2019-11-26 01:59","4.1107413458"
"BASE AÉREA","2019-11-26 00:00","2019-11-26 00:59","4.4511212024"
"BASE AÉREA","2019-11-25 23:00","2019-11-25 23:59","5.8650067608"
"BASE AÉREA","2019-11-25 22:00","2019-11-25 22:59","6.5195834082"
"BASE AÉREA","2019-11-25 21:00","2019-11-25 21:59","8.8236932071"
"BASE AÉREA","2019-11-25 20:00","2019-11-25 20:59","8.2476657574"
"BASE AÉREA","2019-11-25 19:00","2019-11-25 19:59","5.2627962452"
"BASE AÉREA","2019-11-25 18:00","2019-11-25 18:59","5.2889793111"
"BASE AÉREA","2019-11-25 17:00","2019-11-25 17:59","5.4460777065"
"BASE AÉREA","2019-11-25 16:00","2019-11-25 16:59","5.9959220903"
"BASE AÉREA","2019-11-25 15:00","2019-11-25 15:59","7.5669060441"
"BASE AÉREA","2019-11-25 14:00","2019-11-25 14:59","7.5669060441"
"BASE AÉREA","2019-11-25 13:00","2019-11-25 13:59","5.4198946406"
"BASE AÉREA","2019-11-25 12:00","2019-11-25 12:59","5.7079083654"
"BASE AÉREA","2019-11-25 11:00","2019-11-25 11:59","6.2839358152"
"BASE AÉREA","2019-11-25 10:00","2019-11-25 10:59","5.9959220903"
"BASE AÉREA","2019-11-25 09:00","2019-11-25 09:59","4.6867687955"
"BASE AÉREA","2019-11-25 08:00","2019-11-25 08:59","4.6867687955"
"BASE AÉREA","2019-11-25 07:00","2019-11-25 07:59","5.8650067608"
"BASE AÉREA","2019-11-25 06:00","2019-11-25 06:59","6.7814140672"
"BASE AÉREA","2019-11-25 05:00","2019-11-25 05:59","6.074471288"
"BASE AÉREA","2019-11-25 04:00","2019-11-25 04:59","4.4773042683"
"BASE AÉREA","2019-11-25 03:00","2019-11-25 03:59","4.0321921481"
"BASE AÉREA","2019-11-25 02:00","2019-11-25 02:59","4.058375214"
"BASE AÉREA","2019-11-25 01:00","2019-11-25 01:59","4.4511212024"
"BASE AÉREA","2019-11-25 00:00","2019-11-25 00:59","5.6293591678"
"BASE AÉREA","2019-11-24 23:00","2019-11-24 23:59","7.3574415169"
"BASE AÉREA","2019-11-24 22:00","2019-11-24 22:59","6.833780199"
"BASE AÉREA","2019-11-24 21:00","2019-11-24 21:59","8.5356794823"
"BASE AÉREA","2019-11-24 20:00","2019-11-24 20:59","9.0855238661"
"BASE AÉREA","2019-11-24 19:00","2019-11-24 19:59","8.0382012302"
"BASE AÉREA","2019-11-24 18:00","2019-11-24 18:59","6.1006543539"
"BASE AÉREA","2019-11-24 17:00","2019-11-24 17:59","6.6766818036"
"BASE AÉREA","2019-11-24 16:00","2019-11-24 16:59","8.6927778777"
"BASE AÉREA","2019-11-24 15:00","2019-11-24 15:59","12.410773235"
"BASE AÉREA","2019-11-24 14:00","2019-11-24 14:59","13.8508418593"
"BASE AÉREA","2019-11-24 13:00","2019-11-24 13:59","15.3694596813"
"BASE AÉREA","2019-11-24 12:00","2019-11-24 12:59","9.2164391956"
"BASE AÉREA","2019-11-24 11:00","2019-11-24 11:59","5.9959220903"
"BASE AÉREA","2019-11-24 10:00","2019-11-24 10:59","5.8911898267"
"BASE AÉREA","2019-11-24 09:00","2019-11-24 09:59","5.4198946406"
"BASE AÉREA","2019-11-24 08:00","2019-11-24 08:59","4.3463889388"
"BASE AÉREA","2019-11-24 07:00","2019-11-24 07:59","4.1107413458"
"BASE AÉREA","2019-11-24 06:00","2019-11-24 06:59","5.4460777065"
"BASE AÉREA","2019-11-24 05:00","2019-11-24 05:59","5.7079083654"
"BASE AÉREA","2019-11-24 04:00","2019-11-24 04:59","5.3413454429"
"BASE AÉREA","2019-11-24 03:00","2019-11-24 03:59","4.9747825203"
"BASE AÉREA","2019-11-24 02:00","2019-11-24 02:59","5.576993036"
"BASE AÉREA","2019-11-24 01:00","2019-11-24 01:59","4.3202058729"
"BASE AÉREA","2019-11-24 00:00","2019-11-24 00:59","4.4249381365"
"BASE AÉREA","2019-11-23 23:00","2019-11-23 23:59","4.5820365319"
"BASE AÉREA","2019-11-23 22:00","2019-11-23 22:59","5.7864575631"
"BASE AÉREA","2019-11-23 21:00","2019-11-23 21:59","6.6504987377"
"BASE AÉREA","2019-11-23 20:00","2019-11-23 20:59","9.2688053274"
"BASE AÉREA","2019-11-23 19:00","2019-11-23 19:59","7.3050753851"
"BASE AÉREA","2019-11-23 18:00","2019-11-23 18:59","5.9435559585"
"BASE AÉREA","2019-11-23 17:00","2019-11-23 17:59","6.7290479354"
"BASE AÉREA","2019-11-23 16:00","2019-11-23 16:59","7.7763705713"
"BASE AÉREA","2019-11-23 15:00","2019-11-23 15:59","8.2738488233"
"BASE AÉREA","2019-11-23 14:00","2019-11-23 14:59","6.2315696834"
"BASE AÉREA","2019-11-23 13:00","2019-11-23 13:59","5.2104301134"
"BASE AÉREA","2019-11-23 12:00","2019-11-23 12:59","4.9485994544"
"BASE AÉREA","2019-11-23 11:00","2019-11-23 11:59","4.0845582799"
"BASE AÉREA","2019-11-23 10:00","2019-11-23 10:59","4.1107413458"
"BASE AÉREA","2019-11-23 09:00","2019-11-23 09:59","3.7703614891"
"BASE AÉREA","2019-11-23 08:00","2019-11-23 08:59","3.6394461596"
"BASE AÉREA","2019-11-23 07:00","2019-11-23 07:59","3.5870800278"
"BASE AÉREA","2019-11-23 06:00","2019-11-23 06:59","4.1369244117"
"BASE AÉREA","2019-11-23 05:00","2019-11-23 05:59","5.2366131793"
"BASE AÉREA","2019-11-23 04:00","2019-11-23 04:59","3.9798260163"
"BASE AÉREA","2019-11-23 03:00","2019-11-23 03:59","3.8227276209"
"BASE AÉREA","2019-11-23 02:00","2019-11-23 02:59","3.6394461596"
"BASE AÉREA","2019-11-23 01:00","2019-11-23 01:59","3.6394461596"
"BASE AÉREA","2019-11-23 00:00","2019-11-23 00:59","3.7703614891"
"BASE AÉREA","2019-11-22 23:00","2019-11-22 23:59","5.7602744972"
"BASE AÉREA","2019-11-22 22:00","2019-11-22 22:59","5.3937115747"
"BASE AÉREA","2019-11-22 21:00","2019-11-22 21:59","4.6344026637"
"BASE AÉREA","2019-11-22 20:00","2019-11-22 20:59","3.6132630937"
"BASE AÉREA","2019-11-22 19:00","2019-11-22 19:59","7.3836245828"
"BASE AÉREA","2019-11-22 18:00","2019-11-22 18:59","4.555853466"
"BASE AÉREA","2019-11-22 17:00","2019-11-22 17:59","4.5296704001"
"BASE AÉREA","2019-11-22 16:00","2019-11-22 16:59","4.1369244117"
"BASE AÉREA","2019-11-22 15:00","2019-11-22 15:59","5.0271486521"
"BASE AÉREA","2019-11-22 14:00","2019-11-22 14:59","4.3725720047"
"BASE AÉREA","2019-11-22 13:00","2019-11-22 13:59","3.6918122914"
"BASE AÉREA","2019-11-22 12:00","2019-11-22 12:59","4.4249381365"
"BASE AÉREA","2019-11-22 11:00","2019-11-22 11:59","3.3514324348"
"BASE AÉREA","2019-11-22 10:00","2019-11-22 10:59","3.3776155007"
"BASE AÉREA","2019-11-22 09:00","2019-11-22 09:59","4.2416566752"
"BASE AÉREA","2019-11-22 08:00","2019-11-22 08:59","4.7391349273"
"BASE AÉREA","2019-11-22 07:00","2019-11-22 07:59","4.7915010591"
"BASE AÉREA","2019-11-22 06:00","2019-11-22 06:59","3.8750937527"
"BASE AÉREA","2019-11-22 05:00","2019-11-22 05:59","2.8015880509"
"BASE AÉREA","2019-11-22 04:00","2019-11-22 04:59","2.4350251284"
"BASE AÉREA","2019-11-22 03:00","2019-11-22 03:59","2.5921235238"
"BASE AÉREA","2019-11-22 02:00","2019-11-22 02:59","2.4873912602"
"BASE AÉREA","2019-11-22 01:00","2019-11-22 01:59","2.6706727214"
"BASE AÉREA","2019-11-22 00:00","2019-11-22 00:59","2.6183065897"
"BASE AÉREA","2019-11-21 23:00","2019-11-21 23:59","2.7492219191"
"BASE AÉREA","2019-11-21 22:00","2019-11-21 22:59","2.5921235238"
"BASE AÉREA","2019-11-21 21:00","2019-11-21 21:59","2.6706727214"
"BASE AÉREA","2019-11-21 20:00","2019-11-21 20:59","3.0896017758"
"BASE AÉREA","2019-11-21 19:00","2019-11-21 19:59","3.1157848417"
"BASE AÉREA","2019-11-21 18:00","2019-11-21 18:59","3.1157848417"
"BASE AÉREA","2019-11-21 17:00","2019-11-21 17:59","3.2467001712"
"BASE AÉREA","2019-11-21 16:00","2019-11-21 16:59","3.5608969619"
"BASE AÉREA","2019-11-21 15:00","2019-11-21 15:59","3.6918122914"
"BASE AÉREA","2019-11-21 14:00","2019-11-21 14:59","4.0060090822"
"BASE AÉREA","2019-11-21 13:00","2019-11-21 13:59","3.6132630937"
"BASE AÉREA","2019-11-21 12:00","2019-11-21 12:59","3.534713896"
"BASE AÉREA","2019-11-21 11:00","2019-11-21 11:59","3.4299816324"
"BASE AÉREA","2019-11-21 10:00","2019-11-21 10:59","2.9325033804"
"BASE AÉREA","2019-11-21 09:00","2019-11-21 09:59","2.7230388532"
"BASE AÉREA","2019-11-21 08:00","2019-11-21 08:59","3.4037985666"
"BASE AÉREA","2019-11-21 07:00","2019-11-21 07:59","4.4773042683"
"BASE AÉREA","2019-11-21 06:00","2019-11-21 06:59","5.0271486521"
"BASE AÉREA","2019-11-21 05:00","2019-11-21 05:59","5.4198946406"
"BASE AÉREA","2019-11-21 04:00","2019-11-21 04:59","3.9274598845"
"BASE AÉREA","2019-11-21 03:00","2019-11-21 03:59","3.4037985666"
